Amount Received,Amount Paid,Payment Format,Year,Month
437.91,346.32,Credit Card,2023,7
363.16,287.45,Bank Transfer,2021,9
123.38,327.09,Debit Card,2023,5
423.39,312.98,Bank Transfer,2021,12
110.3,324.81,Bank Transfer,2022,9
255.11,108.35,Cash,2021,2
277.67,491.06,Debit Card,2022,9
302.44,124.98,Credit Card,2022,2
202.38,230.59,Credit Card,2023,7
267.63,486.92,Bank Transfer,2022,9
414.92,322.32,Cash,2021,9
208.51,283.84,Debit Card,2021,2
425.3,375.25,Debit Card,2023,6
105.03,132.4,Cash,2022,1
157.12,435.87,Bank Transfer,2021,7
470.12,329.16,Bank Transfer,2023,10
288.16,473.11,Credit Card,2022,1
120.32,494.66,Bank Transfer,2022,8
344.18,471.92,Bank Transfer,2022,11
282.4,499.03,Debit Card,2022,12
135.44,249.07,Credit Card,2021,1
239.18,333.82,Bank Transfer,2021,6
345.77,472.49,Credit Card,2022,11
351.08,180.61,Cash,2023,11
454.76,125.96,Cash,2021,7
297.0,279.92,Bank Transfer,2021,3
141.9,437.61,Debit Card,2021,1
145.42,144.63,Cash,2023,8
266.72,144.35,Bank Transfer,2022,7
174.13,210.36,Cash,2022,6
468.38,404.25,Credit Card,2023,11
184.83,412.72,Bank Transfer,2021,9
250.55,237.61,Credit Card,2022,2
304.95,376.56,Debit Card,2022,12
232.16,193.35,Debit Card,2023,2
365.84,176.22,Bank Transfer,2021,10
342.1,287.19,Credit Card,2022,1
475.75,294.02,Cash,2021,5
432.78,312.2,Debit Card,2023,3
341.18,114.37,Cash,2023,5
278.68,265.99,Credit Card,2023,1
345.91,401.25,Cash,2023,5
349.23,206.99,Debit Card,2023,11
207.83,130.38,Bank Transfer,2021,11
171.21,250.87,Bank Transfer,2022,9
307.6,329.32,Debit Card,2021,11
222.91,441.41,Debit Card,2022,6
254.09,270.9,Bank Transfer,2023,11
100.67,150.8,Cash,2023,4
372.67,305.23,Debit Card,2022,11
123.21,242.44,Bank Transfer,2023,3
394.19,427.71,Cash,2023,9
183.18,304.71,Debit Card,2021,8
165.91,175.47,Debit Card,2021,3
340.22,112.68,Debit Card,2022,12
493.39,161.2,Bank Transfer,2022,3
268.83,391.89,Bank Transfer,2023,8
447.73,494.37,Bank Transfer,2023,11
124.74,389.73,Cash,2022,5
303.47,373.64,Debit Card,2023,12
372.71,178.22,Debit Card,2021,6
250.16,216.25,Cash,2022,7
151.79,117.4,Debit Card,2022,12
106.16,311.17,Cash,2022,5
254.7,215.03,Cash,2022,2
397.1,339.88,Debit Card,2023,5
496.22,303.68,Bank Transfer,2022,2
285.23,270.22,Debit Card,2021,6
217.97,186.99,Credit Card,2023,9
238.67,312.82,Bank Transfer,2023,12
136.77,401.5,Bank Transfer,2023,9
280.05,391.77,Cash,2022,12
350.85,446.23,Bank Transfer,2023,3
349.43,135.79,Cash,2021,1
105.11,251.59,Credit Card,2021,11
353.49,447.99,Bank Transfer,2021,6
366.27,287.53,Debit Card,2022,5
300.81,135.91,Credit Card,2023,6
477.95,223.06,Cash,2021,3
203.22,223.33,Debit Card,2022,8
440.77,263.42,Credit Card,2023,11
169.69,356.21,Debit Card,2023,1
204.78,148.04,Cash,2021,6
181.96,307.13,Cash,2023,11
454.13,141.84,Credit Card,2022,8
417.41,175.22,Bank Transfer,2021,2
280.19,242.08,Cash,2023,3
251.21,322.77,Debit Card,2022,5
105.16,301.31,Credit Card,2021,4
380.78,284.02,Bank Transfer,2022,3
485.98,271.68,Debit Card,2022,5
411.41,237.2,Cash,2021,12
193.23,124.3,Bank Transfer,2021,12
205.8,339.16,Debit Card,2023,12
269.12,299.75,Debit Card,2022,9
263.09,294.88,Credit Card,2022,1
192.94,391.34,Bank Transfer,2023,11
416.65,361.52,Credit Card,2021,7
414.43,309.63,Credit Card,2021,8
382.59,104.78,Credit Card,2023,8
101.98,481.14,Debit Card,2023,6
466.95,343.31,Bank Transfer,2022,10
235.02,117.39,Bank Transfer,2021,7
111.53,172.96,Debit Card,2021,8
354.97,276.06,Credit Card,2022,7
395.04,431.86,Bank Transfer,2023,3
368.38,133.94,Bank Transfer,2021,3
256.37,271.61,Cash,2022,10
444.47,225.66,Debit Card,2022,8
242.6,360.11,Credit Card,2023,1
315.3,453.88,Cash,2022,8
468.7,326.62,Debit Card,2021,9
391.16,362.87,Bank Transfer,2022,2
137.87,280.65,Bank Transfer,2022,2
410.86,470.33,Cash,2022,5
460.68,350.95,Bank Transfer,2021,5
430.16,110.28,Credit Card,2023,6
290.71,166.33,Credit Card,2023,8
430.06,430.29,Credit Card,2022,5
130.25,135.77,Bank Transfer,2022,6
201.69,399.8,Cash,2022,9
446.75,132.01,Cash,2021,12
116.56,329.6,Cash,2022,11
259.22,166.41,Cash,2022,10
444.19,498.8,Credit Card,2021,2
278.34,409.88,Cash,2022,3
133.85,341.75,Cash,2023,8
283.65,419.27,Debit Card,2021,3
392.89,204.2,Cash,2021,8
226.56,421.61,Credit Card,2023,7
462.61,152.72,Cash,2023,7
476.32,410.07,Debit Card,2023,4
167.11,432.38,Debit Card,2023,5
137.35,187.49,Cash,2023,2
219.74,489.17,Credit Card,2023,10
287.62,161.39,Debit Card,2023,4
162.81,380.53,Debit Card,2023,7
196.63,382.11,Credit Card,2023,11
473.32,494.18,Debit Card,2021,9
385.95,155.05,Bank Transfer,2022,10
339.18,369.05,Debit Card,2023,4
383.18,238.46,Credit Card,2021,2
101.09,201.3,Cash,2023,10
158.21,473.95,Debit Card,2022,6
376.7,107.23,Debit Card,2022,10
385.99,457.4,Bank Transfer,2022,11
441.19,237.9,Cash,2023,8
334.22,303.21,Bank Transfer,2023,1
322.9,263.9,Debit Card,2021,9
259.06,429.33,Debit Card,2022,3
426.62,306.1,Cash,2023,12
440.81,141.43,Bank Transfer,2021,10
280.64,130.13,Debit Card,2022,10
250.24,418.93,Bank Transfer,2021,1
120.16,236.82,Bank Transfer,2021,12
416.83,256.86,Bank Transfer,2023,1
369.22,495.72,Debit Card,2023,12
275.68,171.1,Bank Transfer,2021,8
301.87,129.93,Debit Card,2023,3
458.42,260.41,Cash,2021,8
451.07,443.45,Credit Card,2022,11
171.63,140.73,Bank Transfer,2023,10
439.6,341.16,Debit Card,2023,5
303.9,139.18,Cash,2023,2
142.45,301.99,Credit Card,2022,11
224.59,169.89,Credit Card,2023,4
374.78,134.61,Credit Card,2021,4
457.37,281.51,Debit Card,2022,7
143.34,316.92,Debit Card,2022,11
343.86,429.14,Cash,2022,8
371.25,330.55,Cash,2023,1
210.47,334.54,Cash,2021,7
402.66,227.11,Credit Card,2021,6
141.33,218.99,Credit Card,2023,6
195.87,219.53,Cash,2023,7
100.2,118.86,Cash,2021,5
301.1,213.2,Bank Transfer,2022,2
205.37,416.8,Debit Card,2021,10
131.23,417.27,Bank Transfer,2021,1
452.35,397.74,Debit Card,2021,2
179.47,356.92,Cash,2022,5
326.93,451.26,Debit Card,2022,11
208.59,446.18,Cash,2022,3
339.0,252.93,Bank Transfer,2023,1
361.72,366.11,Cash,2021,12
390.24,454.13,Credit Card,2022,11
218.29,395.94,Cash,2022,4
118.9,470.07,Debit Card,2022,9
442.91,490.93,Credit Card,2021,9
487.72,303.14,Cash,2022,2
454.49,338.62,Bank Transfer,2023,5
133.04,283.19,Credit Card,2022,10
414.05,274.2,Bank Transfer,2022,9
294.4,135.93,Credit Card,2023,11
352.85,246.94,Debit Card,2023,1
344.69,278.94,Debit Card,2021,5
314.01,338.62,Cash,2023,11
370.03,150.49,Debit Card,2021,1
346.53,492.55,Credit Card,2023,7
330.74,244.62,Credit Card,2023,3
157.13,202.18,Cash,2023,12
445.97,263.93,Credit Card,2021,2
401.4,291.88,Cash,2021,11
485.75,237.16,Bank Transfer,2021,1
416.7,407.61,Cash,2021,7
333.01,481.28,Bank Transfer,2023,9
466.87,189.16,Credit Card,2023,8
361.71,118.15,Debit Card,2022,6
224.05,326.4,Cash,2022,5
170.2,355.91,Cash,2022,8
341.72,442.3,Debit Card,2023,3
394.47,461.85,Cash,2022,1
429.66,104.47,Debit Card,2021,6
214.12,171.93,Credit Card,2021,9
460.8,230.47,Credit Card,2023,4
331.19,224.58,Bank Transfer,2022,3
389.24,297.27,Debit Card,2022,12
423.25,156.0,Cash,2023,11
472.51,438.75,Credit Card,2021,5
216.0,308.31,Bank Transfer,2023,12
256.99,492.78,Cash,2023,6
459.99,348.91,Debit Card,2022,5
433.79,263.07,Credit Card,2023,5
259.65,232.6,Cash,2021,1
286.94,446.16,Credit Card,2023,7
386.86,451.28,Bank Transfer,2022,4
124.5,197.42,Debit Card,2021,4
246.93,296.14,Cash,2022,1
182.49,272.84,Debit Card,2021,4
307.52,446.41,Cash,2023,11
408.84,191.3,Cash,2022,6
151.97,160.39,Bank Transfer,2023,8
494.69,279.67,Cash,2021,1
286.84,281.25,Credit Card,2023,3
409.21,219.06,Bank Transfer,2021,12
240.97,424.74,Bank Transfer,2021,1
295.25,428.22,Debit Card,2022,3
485.95,377.23,Debit Card,2022,12
376.1,481.09,Debit Card,2023,1
110.26,136.05,Debit Card,2023,12
192.79,478.09,Credit Card,2021,4
203.7,161.16,Debit Card,2021,7
483.56,389.58,Bank Transfer,2022,10
407.83,278.14,Bank Transfer,2021,4
371.45,310.29,Cash,2023,4
127.86,252.62,Cash,2022,10
421.53,243.08,Cash,2022,1
172.67,340.88,Credit Card,2021,6
159.51,338.61,Debit Card,2022,10
447.54,385.51,Credit Card,2021,11
102.01,386.65,Debit Card,2022,7
125.31,111.89,Credit Card,2022,10
467.76,316.74,Bank Transfer,2021,2
200.62,366.33,Cash,2021,1
409.74,411.67,Bank Transfer,2022,12
362.87,455.47,Bank Transfer,2022,12
144.89,230.4,Debit Card,2022,8
417.97,257.52,Cash,2021,6
182.96,139.54,Credit Card,2021,12
378.17,277.82,Cash,2021,2
252.34,466.33,Bank Transfer,2021,11
317.9,218.09,Cash,2022,2
478.48,195.23,Credit Card,2022,10
203.67,166.06,Debit Card,2022,2
220.44,332.23,Debit Card,2021,4
217.01,309.37,Cash,2021,2
248.01,278.75,Credit Card,2022,3
330.65,206.99,Credit Card,2023,5
420.1,490.97,Bank Transfer,2023,3
457.25,164.35,Bank Transfer,2023,12
124.48,210.79,Bank Transfer,2022,2
360.04,225.61,Cash,2022,5
336.96,267.52,Cash,2022,9
340.38,172.11,Cash,2022,6
417.33,161.47,Credit Card,2021,8
475.14,196.91,Cash,2022,8
399.3,309.85,Cash,2023,7
168.65,405.86,Debit Card,2022,8
481.86,211.05,Debit Card,2023,10
446.08,415.37,Debit Card,2022,1
219.86,126.89,Cash,2023,4
148.9,193.69,Credit Card,2022,5
422.4,268.77,Bank Transfer,2022,9
490.54,237.41,Bank Transfer,2021,4
150.99,210.83,Cash,2023,9
360.54,248.49,Debit Card,2021,2
103.93,430.04,Bank Transfer,2021,9
114.2,173.55,Credit Card,2022,4
414.07,275.08,Credit Card,2022,1
426.23,358.47,Credit Card,2022,8
239.74,265.6,Cash,2022,5
279.18,461.43,Credit Card,2023,9
411.79,139.83,Bank Transfer,2021,8
443.08,264.0,Cash,2022,6
210.44,482.18,Bank Transfer,2022,2
413.72,286.4,Debit Card,2023,4
180.35,433.75,Credit Card,2022,4
278.94,127.38,Debit Card,2023,4
387.56,392.94,Bank Transfer,2022,3
374.32,211.32,Cash,2023,7
300.92,131.97,Debit Card,2022,10
367.95,352.89,Credit Card,2023,7
120.21,421.89,Cash,2022,1
215.31,152.58,Bank Transfer,2022,7
186.51,126.4,Credit Card,2021,5
132.72,471.9,Cash,2022,4
183.08,260.66,Credit Card,2023,3
444.01,183.77,Cash,2022,1
458.51,484.93,Credit Card,2022,5
313.24,474.59,Debit Card,2021,4
293.76,208.28,Bank Transfer,2023,1
285.27,176.63,Credit Card,2022,5
483.62,150.22,Credit Card,2023,11
476.33,263.65,Debit Card,2023,8
186.6,409.39,Debit Card,2023,1
138.0,238.87,Bank Transfer,2022,12
121.75,199.62,Cash,2021,8
243.07,412.36,Credit Card,2021,2
267.02,252.92,Cash,2021,1
199.07,125.09,Cash,2022,8
468.09,277.54,Credit Card,2023,3
434.86,444.05,Debit Card,2023,8
397.79,495.21,Bank Transfer,2023,1
293.56,331.02,Debit Card,2022,7
454.6,258.49,Cash,2021,7
478.07,324.27,Debit Card,2023,11
455.07,253.35,Bank Transfer,2022,12
204.54,215.06,Debit Card,2021,11
445.69,394.13,Debit Card,2021,11
240.15,183.54,Cash,2021,11
149.31,146.36,Debit Card,2023,3
397.45,428.47,Debit Card,2023,3
423.55,121.37,Cash,2021,8
494.71,134.25,Credit Card,2022,5
292.38,274.78,Credit Card,2022,12
200.41,499.92,Credit Card,2022,9
126.16,142.82,Debit Card,2022,2
265.27,251.78,Cash,2021,4
330.97,139.56,Cash,2022,9
298.6,276.47,Credit Card,2022,3
165.12,236.54,Credit Card,2021,7
248.62,351.28,Debit Card,2021,4
467.16,482.42,Cash,2022,9
283.72,178.88,Credit Card,2021,1
304.89,371.91,Bank Transfer,2021,7
288.76,479.45,Credit Card,2023,10
253.89,419.33,Bank Transfer,2021,3
124.25,446.22,Debit Card,2022,12
191.67,268.01,Cash,2022,9
300.0,489.16,Credit Card,2021,5
333.77,193.04,Debit Card,2021,6
291.26,172.35,Bank Transfer,2023,9
245.56,475.22,Cash,2021,2
421.4,235.03,Debit Card,2021,3
377.91,306.83,Cash,2023,6
478.17,390.22,Debit Card,2022,4
111.09,498.09,Cash,2021,12
397.63,166.03,Bank Transfer,2023,7
124.55,410.92,Bank Transfer,2023,10
216.39,201.48,Credit Card,2023,4
466.84,249.21,Credit Card,2023,9
410.14,319.91,Credit Card,2022,4
364.81,139.81,Bank Transfer,2021,2
259.88,460.69,Debit Card,2021,8
119.93,289.08,Debit Card,2022,2
204.1,288.91,Debit Card,2023,12
292.35,288.19,Credit Card,2022,12
269.11,134.56,Debit Card,2023,11
283.25,169.58,Cash,2023,11
112.12,211.43,Cash,2021,5
353.23,335.08,Bank Transfer,2023,9
280.39,498.44,Cash,2022,8
106.72,247.07,Credit Card,2022,9
475.69,439.3,Cash,2021,5
179.08,105.52,Credit Card,2023,10
167.84,409.23,Bank Transfer,2021,7
402.04,284.6,Debit Card,2022,5
239.47,366.47,Debit Card,2021,7
344.62,276.64,Cash,2021,7
102.39,246.16,Cash,2023,11
272.57,459.54,Cash,2023,4
109.93,339.86,Cash,2021,6
183.82,142.86,Bank Transfer,2022,5
177.89,122.73,Debit Card,2023,6
488.37,147.4,Bank Transfer,2021,8
220.97,175.41,Credit Card,2023,7
435.7,181.36,Cash,2021,12
268.3,483.03,Bank Transfer,2021,3
444.85,152.09,Cash,2023,2
365.11,385.67,Bank Transfer,2022,10
102.84,458.06,Debit Card,2023,7
144.64,273.04,Debit Card,2022,6
112.54,403.88,Bank Transfer,2023,9
136.18,425.0,Cash,2021,8
188.13,281.05,Bank Transfer,2022,7
414.23,405.77,Bank Transfer,2022,9
393.47,105.91,Bank Transfer,2023,9
197.89,164.39,Cash,2023,10
256.17,352.19,Debit Card,2021,4
443.8,218.53,Debit Card,2023,7
128.93,214.71,Debit Card,2023,10
325.93,256.95,Cash,2022,9
146.01,237.47,Credit Card,2022,12
497.62,213.26,Debit Card,2023,6
276.66,272.09,Cash,2021,11
466.11,285.8,Cash,2021,5
161.19,357.07,Bank Transfer,2021,12
496.12,332.57,Bank Transfer,2021,9
123.72,164.91,Cash,2023,6
123.57,414.25,Bank Transfer,2023,10
429.29,488.75,Debit Card,2023,12
410.64,222.03,Credit Card,2022,9
199.17,452.9,Debit Card,2021,9
198.74,355.68,Bank Transfer,2022,12
289.06,250.44,Cash,2023,8
477.44,443.65,Credit Card,2022,12
350.35,446.47,Bank Transfer,2023,9
433.01,293.57,Credit Card,2021,9
446.84,413.98,Credit Card,2023,1
153.78,331.94,Bank Transfer,2023,1
331.52,162.61,Credit Card,2023,12
494.78,329.12,Cash,2022,10
138.26,258.21,Credit Card,2021,1
277.42,356.2,Debit Card,2023,3
405.94,435.1,Credit Card,2023,4
495.83,377.24,Credit Card,2021,11
147.89,224.52,Cash,2021,9
261.78,117.47,Credit Card,2022,3
401.18,241.87,Cash,2022,6
337.63,172.95,Debit Card,2021,11
451.46,398.21,Credit Card,2021,9
140.86,103.63,Cash,2021,11
317.01,328.63,Cash,2023,6
343.68,126.98,Bank Transfer,2022,2
425.71,186.99,Credit Card,2022,10
438.25,255.56,Credit Card,2022,3
289.67,288.47,Cash,2023,6
341.73,113.72,Bank Transfer,2021,7
103.14,124.13,Debit Card,2023,6
375.61,394.64,Debit Card,2023,7
106.18,215.04,Debit Card,2021,11
358.84,313.48,Credit Card,2021,1
302.36,297.41,Credit Card,2022,2
481.62,289.69,Cash,2021,10
165.23,395.61,Credit Card,2021,7
253.51,324.08,Bank Transfer,2023,6
442.92,303.22,Debit Card,2021,5
305.64,160.02,Bank Transfer,2022,4
425.85,174.75,Bank Transfer,2022,9
302.97,467.79,Debit Card,2021,1
372.96,195.39,Debit Card,2023,12
452.62,183.47,Debit Card,2021,6
121.93,174.31,Debit Card,2021,3
452.34,303.36,Cash,2022,10
171.58,419.17,Credit Card,2022,8
402.12,395.13,Bank Transfer,2023,5
326.33,153.62,Bank Transfer,2021,7
233.17,147.12,Bank Transfer,2023,11
483.4,388.97,Credit Card,2022,7
436.57,329.7,Cash,2022,5
214.22,118.13,Bank Transfer,2021,3
181.07,408.89,Credit Card,2022,4
243.6,310.94,Credit Card,2023,6
232.85,225.36,Credit Card,2022,3
163.9,175.08,Debit Card,2022,11
474.96,444.75,Credit Card,2023,3
455.05,413.84,Credit Card,2023,8
449.94,310.27,Cash,2023,6
282.28,221.56,Bank Transfer,2022,11
415.84,161.16,Credit Card,2022,12
244.14,132.38,Bank Transfer,2023,12
444.24,395.94,Bank Transfer,2021,10
462.58,196.73,Credit Card,2023,5
315.32,251.39,Cash,2022,11
290.48,140.38,Bank Transfer,2021,1
313.08,471.47,Debit Card,2023,7
195.25,391.83,Bank Transfer,2022,9
136.74,452.77,Bank Transfer,2022,12
254.77,116.66,Bank Transfer,2023,9
413.63,131.65,Debit Card,2023,6
372.7,208.0,Credit Card,2021,9
436.35,103.27,Bank Transfer,2022,10
280.59,171.05,Credit Card,2022,6
149.71,220.27,Debit Card,2021,1
309.05,179.39,Debit Card,2023,5
115.8,351.27,Bank Transfer,2021,4
272.35,254.1,Bank Transfer,2022,10
180.57,192.04,Credit Card,2022,4
437.7,306.72,Debit Card,2023,11
151.57,208.9,Credit Card,2022,5
289.85,335.7,Debit Card,2022,11
254.06,292.96,Cash,2021,11
438.15,136.2,Debit Card,2021,12
324.65,261.1,Debit Card,2021,1
289.98,153.14,Cash,2021,12
338.48,222.39,Bank Transfer,2022,1
192.86,319.88,Bank Transfer,2022,4
308.55,340.21,Debit Card,2023,2
240.02,390.58,Debit Card,2021,4
143.57,362.4,Debit Card,2021,11
416.6,279.72,Cash,2022,10
244.32,403.57,Cash,2022,1
211.56,111.28,Debit Card,2022,12
100.23,478.97,Credit Card,2021,3
115.2,195.9,Credit Card,2022,9
200.74,377.79,Bank Transfer,2023,1
231.81,218.98,Cash,2022,12
379.65,376.12,Credit Card,2022,4
247.38,287.21,Credit Card,2023,12
418.61,200.85,Credit Card,2021,5
334.87,465.32,Bank Transfer,2021,9
240.23,193.46,Cash,2021,5
162.96,132.86,Cash,2022,6
100.55,120.89,Cash,2021,10
253.25,226.53,Credit Card,2021,4
262.69,156.11,Credit Card,2021,11
245.56,203.31,Debit Card,2023,2
420.96,496.78,Cash,2023,7
138.22,293.04,Credit Card,2023,11
145.96,355.75,Cash,2021,11
193.39,470.62,Cash,2022,11
305.49,110.54,Debit Card,2021,9
390.36,279.04,Credit Card,2023,2
461.47,423.82,Debit Card,2022,3
206.84,453.31,Debit Card,2022,4
151.12,438.84,Cash,2023,8
303.69,247.41,Debit Card,2023,3
219.84,187.44,Cash,2022,11
493.8,410.58,Cash,2023,11
115.94,204.69,Debit Card,2023,2
176.36,173.11,Cash,2021,11
401.42,132.36,Cash,2022,5
254.55,302.6,Debit Card,2023,7
324.9,469.32,Bank Transfer,2021,4
426.18,218.0,Credit Card,2023,10
366.75,406.49,Debit Card,2021,9
341.42,136.67,Bank Transfer,2021,10
372.73,167.97,Cash,2022,3
125.7,223.4,Bank Transfer,2021,10
139.12,211.23,Debit Card,2023,9
343.02,316.07,Credit Card,2022,11
247.14,126.12,Cash,2021,8
498.29,429.83,Credit Card,2022,5
428.26,286.64,Credit Card,2021,1
470.59,332.24,Debit Card,2022,6
172.19,237.68,Credit Card,2021,7
349.89,143.65,Cash,2021,8
111.15,188.34,Credit Card,2021,11
394.06,185.12,Bank Transfer,2021,12
116.89,211.62,Credit Card,2021,8
369.63,472.94,Debit Card,2023,2
184.95,198.19,Credit Card,2021,8
336.48,268.16,Bank Transfer,2023,1
210.39,318.53,Cash,2023,12
108.96,143.48,Debit Card,2023,3
374.21,180.14,Debit Card,2022,11
279.46,311.24,Debit Card,2023,1
389.69,129.12,Cash,2022,1
122.51,126.26,Cash,2021,12
312.08,257.92,Credit Card,2021,1
121.71,296.43,Credit Card,2023,10
157.54,161.18,Debit Card,2023,4
413.77,419.82,Debit Card,2021,6
191.47,355.92,Debit Card,2021,12
137.33,435.74,Cash,2022,4
156.72,254.1,Credit Card,2021,6
156.57,430.37,Cash,2023,3
437.53,112.68,Bank Transfer,2023,3
335.98,110.42,Bank Transfer,2021,1
416.94,133.8,Debit Card,2021,11
202.89,285.95,Debit Card,2023,8
350.54,320.96,Bank Transfer,2022,2
459.56,463.24,Debit Card,2022,1
313.58,436.46,Debit Card,2023,11
448.29,279.9,Debit Card,2022,3
187.22,331.45,Debit Card,2021,3
486.77,242.83,Credit Card,2022,11
131.88,312.92,Debit Card,2023,4
404.44,131.71,Credit Card,2023,12
180.69,306.94,Debit Card,2021,2
146.76,216.72,Debit Card,2023,10
323.61,196.92,Bank Transfer,2023,2
226.81,233.13,Bank Transfer,2023,2
189.01,246.68,Bank Transfer,2021,12
275.65,354.38,Credit Card,2023,5
495.37,431.45,Cash,2022,9
353.07,174.11,Credit Card,2023,8
211.44,186.79,Credit Card,2022,3
494.36,340.45,Cash,2022,5
211.67,389.8,Bank Transfer,2021,4
387.86,280.21,Credit Card,2022,1
205.33,378.76,Debit Card,2021,8
409.72,280.3,Credit Card,2021,1
357.59,457.34,Bank Transfer,2021,5
329.08,392.88,Cash,2023,12
283.56,290.03,Bank Transfer,2023,1
197.14,247.94,Bank Transfer,2023,9
343.77,260.25,Credit Card,2022,1
449.74,419.61,Debit Card,2023,2
112.52,222.11,Credit Card,2021,4
393.07,157.48,Credit Card,2023,7
451.97,114.94,Credit Card,2023,10
346.76,188.99,Debit Card,2021,7
203.37,442.55,Credit Card,2022,7
240.59,494.95,Bank Transfer,2022,5
399.52,169.44,Cash,2022,8
246.73,370.84,Bank Transfer,2022,1
103.23,168.15,Credit Card,2022,8
142.21,228.38,Cash,2022,9
214.14,362.78,Credit Card,2023,7
257.27,256.44,Bank Transfer,2023,3
245.73,357.04,Bank Transfer,2022,6
422.57,197.18,Bank Transfer,2023,4
188.63,438.46,Bank Transfer,2023,5
264.13,314.08,Cash,2022,2
425.69,279.48,Debit Card,2023,12
417.37,479.33,Bank Transfer,2022,5
182.09,240.65,Debit Card,2021,6
245.63,438.76,Cash,2022,2
162.53,127.03,Cash,2023,3
136.04,299.65,Debit Card,2021,10
321.68,453.35,Debit Card,2021,12
227.8,494.02,Debit Card,2021,3
305.48,412.84,Debit Card,2021,12
335.16,163.11,Cash,2023,12
342.48,356.5,Credit Card,2023,3
476.31,248.15,Debit Card,2023,10
193.86,206.04,Credit Card,2022,9
459.23,106.59,Credit Card,2023,8
120.52,400.82,Bank Transfer,2022,2
112.15,326.22,Cash,2022,6
143.51,110.1,Cash,2022,9
357.48,306.55,Bank Transfer,2021,3
312.12,377.77,Bank Transfer,2023,10
164.85,369.48,Cash,2021,10
159.16,337.35,Cash,2022,1
311.77,140.59,Credit Card,2023,6
483.6,185.93,Credit Card,2022,3
173.09,458.68,Bank Transfer,2023,11
203.65,115.17,Debit Card,2021,12
148.23,423.88,Debit Card,2022,8
337.84,228.26,Cash,2022,2
470.71,233.35,Debit Card,2023,9
195.21,314.45,Cash,2021,9
288.97,329.67,Cash,2021,2
463.05,261.67,Debit Card,2023,1
383.31,336.94,Debit Card,2023,1
311.31,497.24,Credit Card,2023,11
355.72,242.43,Cash,2021,4
392.34,316.35,Debit Card,2022,9
